Slug,Title,Product Description,Thumbnail,Thumbnail:alt,Gallery
kw3316,KW3316,"<h3 dir=""auto"">KW3316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW3316 custom-length Aria soundbar module for TV and cinema systems.,
kw413,KW413,"<h3 dir=""auto"">KW413 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_01.png,KW413 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_08.png"
kw513,KW513,"<h3 dir=""auto"">KW513 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_05.png,KW513 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_08.png"
microbaffle,MICROBAFFLE,"<h3>Description</h3><p>The acoustic panel for ceilings Microbaffle™&nbsp; with wooden slats is part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_01.jpg,Acoustic Panel,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_06.png"
quadra,QUADRA,"<p dir=""auto"">The Quadra™ acoustic tiles for false ceilings are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_01.jpg,Acoustic Tiles,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_07.png"
sa111,SA111,"<p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p>CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa111/sa111_v01.png,2 way coax ACOUSTIC SOUND PANELS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa111/sa111_v01.png
sa117,SA117,"<p>The 360° SA117 outdoor case, enhanced with Corian®, is designed for outdoor listening and architectural placement. With its minimalist design and maximum power in the smallest footprint, it enriches even the most sought-after outdoor spaces. The 360-degree, natural and airy sound provides a superior listening experience.</p><p><strong>NEW MARBLE EFFECT STONEWARE FINISH</strong></p><p>For our SA117 outdoor speaker, we introduce the new marble-effect stoneware finish, combining all-around sound excellence with timeless design. This element is designed to blend seamlessly with the aesthetics of outdoor environments, maintaining its elegance and functionality in all weather conditions</p><p><strong>CREATED FOR YOUR OUTDOOR SPACES</strong></p><p>LOTO diffusers are made to be installed outdoors and are characterized by an essential, geometric design. Fixing is optimized for swimming pools, parks, terraces, verandas. Diffusers can be made of Corian and in a wide choice of finishes.</p><p><strong>SUPERIOR OUTDOOR LISTENING EXPERIENCE</strong></p><p>Each speaker is designed and built with the goal of superior audio performance. The sound is natural, airy and spreads in all directions, minimizing the number of speakers needed, thanks to the acoustic lens and the maximum ratio of power to <a href=""http://footprint.In"">footprint.In</a> addition, the electronic components are state-of-the-art, the speakers are designed by Garvan and made in Italy and tested one by one.</p><p><strong>ROBUSTNESS</strong></p><p>Made of materials resistant to the harshest weather conditions such as rain, sun, frost and saltiness. The SA117 is an exterior case with timeless appeal, accompanied by a 3+1+1-year warranty on all components.</p><p><strong>CUSTOMIZATION</strong></p><p>In addition to the standard white, green, and gray finishes, the SA117 outer case can be made upon request in Corten® effect, in Stoneware, and with lacquering in all RAL colors, thus satisfying every customer desire and need.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa117/sa117_v01.png,EXTERNAL 360° CASE,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa117/sa117_v01.png
sa203,SA203,"<p dir=""auto"">The new Microkit 2.1 offers a comfortable listening experience with a minimal aesthetic impact. The system consists of two micro loudspeakers SA203 + subwoofer WA113 and is designed to be connected to any high-quality stereo amplifier, to obtain an audio performance far superior to comparable and traditional systems.</p><h3 dir=""auto"">Minimal design and endless customisation possibilities</h3><p dir=""auto"">Timeless design and steel structure accompanied by various and elegant finishes, colours and customisations solutions of both the cabinet and the grid or of the cloth covering the bookshelf speakers.</p><img alt="""" src=""https://framerusercontent.com/images/eU6CKmPn1IdLnwDoHyPp2wLNPM.png""><h3 dir=""auto"">Premium listening experience</h3><p dir=""auto"">We approach every aspect of the designing and building with the aim of delivering a superior sound performance: light sound, natural, relaxing, and realistic acoustic scene.&nbsp; That’s why we only choose state-of-the-art electronic components. Our bookshelf speakers are completely designed and manufactured in in Italy and are tested one by one.</p><img alt="""" src=""https://framerusercontent.com/images/ai0sTCPUSvA94vz6K1iIyAYpuA.png""><h3 dir=""auto"">Easy installation and superior versatility</h3><p dir=""auto"">Regardless of budget, size of the environment, type of mounting technology (wall, ceiling or on furniture or shelves), and listening experience and performances (stereo, multi-room, home theatre), [CORO] speakers represent the right solution for every need and are extremely easy to install.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_01.png,Micro loudspeaker,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa203/sa203_07.png"
sa214,SA214,"<p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p>CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa214/sa214_v01.png,2 way ACOUSTIC SOUND PANELS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa214/sa214_v01.png
sa225,SA225,"<p>The outdoor speaker SA225 enriched with Corian® is designed for an outdoor installation and listening experience. Thanks to high power and performance, this small-sized loudspeaker offers an intense and engaging audio experience, even in large open spaces. The 360 ° natural and light sound offers a superior listening experience.</p><p><strong>NEW MARBLE EFFECT PORCELAIN FINISH</strong></p><p>The marble effect porcelain finish, designed to provide a complete auditory experience and a refined design. Perfect for outdoor spaces, this finish not only adds a touch of class but also ensures durability and resistance to weather conditions.</p><p><strong>Designed for your outdoor spaces</strong></p><p>The SA225 outdoor speaker is designed for outdoor installation and features an essential and geometric design, optimised fixing solutions for swimming pools, parks, terraces, verandas, also in Corian and a in a wide choice of finishes.</p><p><strong>Superior outdoor listening experience</strong></p><p>We approach every aspect of the designing and building with the aim of delivering a superior sound performance outdoor. The sound is natural, light and spreads in all directions minimising the number of speakers required, thanks to the acoustic lens and the maximum ratio between power and size. Garvan-designed loudspeakers are 100% Made in Italy and feature state-of-the-art electronic components. Plus, every and each outdoor speaker is individually tested.</p><p><strong>Solidity</strong></p><p>Made of materials resistant to the harshest weather conditions such as rain, sun, frost and salt. SA225 is an outdoor speaker of timeless charm, offering a 3-year warranty on all components.</p><p><strong>Customisation</strong></p><p>In addition to the standard finishes in white, green and grey, SA225 outdoor speaker also comes in Corten® effect and in Gres and can be lacquered in all RAL colours, upon request, in order to satisfy every need of our customers.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa225/sa225_v01.png,OUTDOOR SPEAKER,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa225/sa225_v01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa225/sa225_v02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa225/sa225_v03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa225/sa225_v04.jpg"
sa314,SA314,"<p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p>CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa314/sa314_v01.png,"Left, Center, Right ACOUSTIC SOUND PANELS",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa314/sa314_v01.png
sa317,SA317,"<p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p>CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa317/sa317_v01.png,2 way passive radiator ACOUSTIC SOUND PANELS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa317/sa317_v01.png
sa320,SA320,"<p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p>CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa320/sa320_v01.png,2 way passive radiator ACOUSTIC SOUND PANELS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa320/sa320_v01.png
sa520,SA520,"<h3>Description</h3><p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><br></p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p> CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><br></p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><br></p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><br></p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa520/sa520_v01.png,2 way passive radiator ACOUSTIC SOUND PANELS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa520/sa520_v01.png
sn116,SN116,"<h3 dir=""auto"">Description</h3><p dir=""auto"">The SN116 outdoor loudspeaker is designed to be installed in gardens and terraces, for a superior outdoor listening experience. Thanks to its minimal design and maximum power offered in the smallest size it enriches the finest outdoor spaces. The 360 ° natural and light sound offers a superior listening experience.</p><h3 dir=""auto"">Designed for your outdoor spaces</h3><p dir=""auto"">The LOTO outdoor speakers are designed for outdoor installation and feature an essential and geometric design, optimised fixing solutions for swimming pools, parks, terraces, verandas, also in Corian and in a wide choice of finishes.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_05.jpg,OUTDOOR LOUDSPEAKER,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn116/sn116_09.png"
sn117,SN117,"<p>The 360°SN117 garden speakers, enhanced in Corian®, are designed for outdoor listening and architectural placement. With their minimalist design and maximum power in the smallest footprint, they enrich even the most sought-after outdoor spaces. The 360-degree, natural and airy sound provides a superior listening experience.</p><p><strong>CREATED FOR YOUR OUTDOOR SPACES</strong></p><p>LOTO speakers are designed to deliver high-quality audio performance in outdoor spaces, thanks to their essential, geometric design. They have an optimized fastening system for swimming pools, parks, terraces and verandas. Made of Corian and available in a wide range of finishes, these diffusers blend seamlessly into any setting.</p><p><strong>SUPERIOR OUTDOOR LISTENING EXPERIENCE</strong></p><p>Each speaker is designed to provide superior audio performance. The natural, airy sound spreads out in all directions, minimizing the amount of speakers needed due to the acoustic lens and the optimal ratio of power to footprint. The speakers, designed by Garvan and manufactured in Italy, are individually tested to ensure the highest quality.</p><p><strong>ROBUSTNESS</strong></p><p>Made of materials resistant to the most extreme weather conditions such as rain, sun, frost and saltiness, SN117 speakers maintain an unalterable appeal over time. In addition, each speaker comes with a 3+1+1-year warranty on all components.</p><p><strong>CUSTOMIZATION</strong></p><p>In addition to standard finishes in white, green, and gray, SN117 garden crates can be customized with Corten® finishes and lacquered in all RAL colors. This versatility allows every aesthetic and practical need to be met.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn117/sn117_v01.jpg,360° GARDEN SPEAKERS,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn117/sn117_v01.jpg
sn120,SN120,"<p dir=""auto"">The SN120 outdoor loudspeaker is designed to be installed in gardens and terraces, for a superior outdoor listening experience. Thanks to its minimal design and maximum power offered in the smallest size it enriches the finest outdoor spaces. The 360 ° natural and light sound offers a superior listening experience.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_04.png,OUTDOOR LOUDSPEAKER,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_08.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_09.png"
